,authors,countries,date,rating,reviews,aircraft,traveller type,seat type,route,date flown,seat comfort,cabin staff service,food & beverages,inflight entertainment,ground service,wifi,value for money,recommended,verified,start airport,end airport,transfer airport
57,R Kennedy ,Australia,2022-10-11,1,"Worst airline we've ever flown! And that's saying something after having travelled to over 35 countries, flying thousands of miles on dozens of airlines. Both this flight and the other Iberia flight saw us encounter what were quite possibly the rudest, most abrasive airline staff since the Wright Brothers first imagined themselves taking flight. Customer service? Forget it. To be fair, the Spanish seem to have zero concept of ""hospitality"" even within the tourism sector yet somehow Iberia's (in particular) ground staff even managed to surpass our lowest expectations. Legitimate medical exemptions are completely disregarded even after being told by check-in staff to present said exemption at the boarding gate. You will be treated with arrogance, indifference, hostility and then denied boarding while some lackey on a power trip asks the captain of the plane if you're allowed to board. Given the airline's own policy states that you are, of course the captain has the good sense to say 'yes'. Complete and utter fail in every facet of customer service. If 0/10 was possible, it would be too high a score.",,Couple Leisure,Economy Class,Ibiza to Madrid,October 2022,1.0,1.0,,,1.0,1.0,1,no,True,Ibiza,Madrid,
58,Hagen Kellermann,Germany,2022-10-05,1,"Munich to Talara via Madrid, Lima. I flew with Iberia from Munich via Madrid and Lima to Talara (Peru). The last stint was operated by Latam. The flights itself were fine and on time, the food was decent, there could have been more service during the long haul flight. The customer service however is an absolute nightmare. It started with their agent at Munich airport. He assured me multiple times during the checking that my bags were checked all the way to Talara and as proof gave me the bag tags with destination “TY”. I asked multiple times whether I had to take out the bags in Lima to clear customs and he declined. In Talara my bags weren’t there. I filed the form with the staff at the small local airport and ever since (3 days now) am waiting for my bags. Since Latam operated the last flight it is their responsibility to retrieve the luggage according to Iberia. That has been their standpoint during all calls I made. Latam however says they are only retrieving the bags out of curtesy since they were supposed to clear customs in Lima - hence not their fault that they weren’t on the flight. After I saw Talara airport I was sure that the information given to me in Munich was false. Talara is a small domestic airport with no customs. If international baggage could be checked all the way here smuggling would be super easy. I still have no idea how this fact was not known by the agent in Munich. As a customer you feel helplessly lost between two companies which both blame each other for being responsible. I would have expected more from Iberia's customer service than stubbornly repeating that it is Latam's responsibility. Especially since right now the baggage seems to be stuck in Lima with Iberia and the Talara airport stuff says that there are problems receiving the luggage from them for transport. In summary: fly with them but triple check any information their agents give you - it might be plainly false and you have no proof or anything if you simply rely on their spoken advice. Funny sidenote: only after the third call to their customer service they admitted the baggage should have been retrieved in Lima. They overall seem to not be super competent regarding their core business.",A350-900,Solo Leisure,Premium Economy,"Munich to Talara via Madrid, Lima",October 2022,3.0,2.0,2.0,3.0,1.0,,1,no,True,Munich,Talara,"Madrid, Lima"
59,Ori seltzer,Israel,2022-09-25,1,"Tel Aviv to Mexico City via Madrid. Iberia you are the worst airline company ever. I don't know how you still have people who fly with you. Waiting for my baggage for 4 days and still no answer after I gave the location of the baggage. I am in surf trip without my surfboard, I even spoke with the flight staff to let them know that my baggage isn't on the flight, they tell ""when you arrived to Mexico City check it"".",,Couple Leisure,Economy Class,Tel Aviv to Mexico City via Madrid,September 2022,1.0,3.0,4.0,4.0,1.0,,1,no,True,Tel Aviv,Mexico City,Madrid
60,C Kane,Germany,2022-09-11,7,Read the reviews before I travel with Iberia airline and prepare my family of 4 for the unexpected. Surprisingly everything went very smooth for my family both was. My family will fly with them again next Spain holiday.,,Family Leisure,Economy Class,Frankfurt to Madrid,August 2022,3.0,2.0,,,4.0,,4,yes,True,Frankfurt,Madrid,
61,J Bennett,United States,2022-08-31,1,If anyone ever wants or needs to transport a pet with Iberia airlines don’t do it! T I verified the day I booked with them that the dog was good to come back and have multiple emails regarding the dog and 2 days before the flight they denied the dog. They changed the reasoning several times. Different responses each time. So long story short I had to repurchase new tickets to return home. They refused to help me at all. I even got hung up on 2 times once by a supervisor.,,Business,Economy Class,Porto to Boston via madrid,August 2022,,,,,,,1,no,True,Porto,Boston,madrid
62,E Vale,United States,2022-08-28,2,"Be cautious when booking. I paid in advance $40 per ticket to choose my seats (two window and two aisle on the same row 28) and was placed in random seats on the back. There were no excuses, no compensation and they would not issue me a refund. The excuse via email was that when the plane configuration changes the seat assignments may change as well. The plane had not changed and I was seated in a middle seat, first row. The tray table was broken, the screen would slide down continuously and I had no room for my personal belongings.  Avoid flying Iberia and if you must, be very cautious because they are sneaky without shame.",,Family Leisure,Economy Class,Madrid to New York,August 2022,1.0,1.0,1.0,2.0,1.0,,1,no,True,Madrid,New York,
63,Cathy Drury,Australia,2022-08-22,1,"We used flight credits from their previous stuff ups to fly to Morocco. Flights were changed and canceled. 2 hour delays at the airport when we finally got to fly. We had to rearrange our accommodations which of course cost $$$ to take new flights and pay more for these. Then when we left Marrakesh the attendant at the checkin counter forced me to check in my carry on. Told me I could not board if I didn’t as it was a full flight. I told her we had a 40 minute transfer in Madrid and that I was worried our bags would not come with us. She assured me they would, now we are in Croatia and have been waiting 3 days for our bags. Totally ruined our time here as we have to stay at our accommodations in case they show up. No answering phones, no replies to messages, no response to lost baggage claims. Thank you so much Iberia for your pathetic attitude to the customers that keep you in the air. Never ever ever again will I fly with you. ",,Couple Leisure,Economy Class,Marrakesh to Zagreb via Madrid,August 2022,1.0,1.0,,,1.0,,1,no,True,Marrakesh,Zagreb,Madrid
64,Nancy Jimenez Mota ,United States,2022-08-16,1,"Where to begin, I guess at the beginning. At check-in their computers were down, so it took a long time to check our luggage in and get boarding passes. Very unhelpful and not service oriented - I pulled up the health screener of my final destination, TLV, but it was not in a format they wanted so they said I would not fly if I couldn't pull it up. 3. Poor customer service. My seats from Madrid to TLV could not be assigned in DFW because they have subcontracted employees without full rights. Our first flight from DFW to Madrid got delayed, which is not a huge deal, but it got delayed even further because they could not match the passenger list with the amount of people on board. The flight crew could not understand the delay either, which they expressed to the passengers. Madrid to TLV was ok. TLV to Madrid 8/12 flight got moved up, I had to change my itinerary, customer service number would hang up on me. I could not find Iberia employees at the airport. Flight delayed and unprofessional - We were told the computers were down, they used a different airplane, and that we could sit anywhere. Then the ""musical chairs game began."" They started moving passengers left and right to balance the plane, just during take off and landing, then we could go back to our seats. The crew looked confused and dumb, like they didn't know what they were doing (because they didn't). Uncaring and very poor customer service - At Madrid they would not even consider putting me in an earlier flight, after disrupting my schedule, that was operated by AA on Iberia’s behalf because according to the Iberia agent: “They won’t give money to AA for taking you back.” At my arrival in DFW my luggage never arrived, despite being there way early, and the agent they had was again a subcontracted employee without access to their system, very young and untrained. He provided me with a handwritten form to fill out, no reference number was given to me. I did that and left because I was exhausted. 9a. Went to the airport the next day, Iberia’s counter was nowhere to be found, no employee available, nothing, just a ghost airline! The next day I call customer service and they could not help because their system was down, I proceed to explain my ordeal and worries about this flawed system and she replies - “I don’t control what happens at the airport and then cut off the call and sent me to a survey. Second CS call - She had said to call customer service back in 2 hours. I called customer service in 3 hours and the agent located the luggage in Madrid. I asked her to open a formal claim for my luggage, she said she couldn’t do that through her system. I exclaimed - “Then what are my options? I couldn’t do it at the airport, and I can’t do it now either.” She recommended for me to go to their website and fill out my complaint. Third CS call - I explained that I’d like to know if my luggage was in transit, the CS guy asked me for the reference number, and I explained that this airline is not like a normal one that would issue one at the airport. He assured me the luggage was in transit but without that PIR (reference number) they would not deliver it to my house, and I’d have to get it from the airport myself. Granted the airport has no available personnel if there is not a flight they are working, they don’t have a local office or nothing like that.",A300,Couple Leisure,Economy Class,Dallas Fort-Worth to Tel Aviv,August 2022,1.0,1.0,2.0,3.0,1.0,1.0,1,no,True,Dallas Fort-Worth,Tel Aviv,
65,T Masulik,United States,2022-08-08,1,"After boarding and taxying at Quito  we were stuck for two hours before the pilot said we had an engine failure and had to disembark. They then proceeded to make us go through immigration and wait another two hours for luggage. We had to wait for two hours for information on which hotel we were at and another two hours for a bus.  No information on when our flight was and if it was even going to leave for nearly 20 hours. Finally we heard from hotel reception that our flight was scheduled for 10 pm at night (29 hours late). We boarded a bus to the airport. The flight was not live on the airport’s departures. When at the airport the check-in for business took 1 hour as the check-in was severely understaffed. The check-in  put the wrong date so we were delayed 30 minutes at immigration while they confirmed the flight even existed. After taking off at 11:30 pm late, the pilot had the audacity to say “we were extremely lucky to be on this flight and that we should thank the technical staff” as we would have had to stay three extra days in Quito had it not been for them as other flights were full”,, merely stating “thank you for your patience”. The lack of communication by the airline was nothing short of abysmal. They lost our luggage on the way to Quito and we had to wait for four days to receive them in the Galapagos one hour before our boat left for 8 days. ",A350,Family Leisure,Business Class,Quito to London via Madrid,August 2022,4.0,2.0,3.0,4.0,1.0,1.0,1,no,True,Quito,London,Madrid
66,Heather Braxton,United States,2022-08-01,1,"This airline has atrocious customer service. Their representatives confidently tell you incorrect information. We called weeks prior to our flight to change from our planned Porto -> Madrid-> Washington to Madrid -> Washington and the customer service person said no problem just get on in Madrid. We asked are you sure because it wasn’t coming through with a cancellation of Porto to Madrid they said no it’s fine, it obviously was not. Today we came to the airport in Madrid and they put us on standby because we were not on the flight from Porto and now stuck waiting in endless lines to just get help in Madrid to go home.",,Couple Leisure,Economy Class,Madrid to Washington DC,August 2022,1.0,1.0,1.0,1.0,1.0,1.0,1,no,False,Madrid,Washington DC,
67,Kaijun Ying,Belgium,2022-07-30,3,"Boarding the plane was slow compared to other airlines I have flown with. Once inside the aircraft, it obviously became very, very hot since it's summer and packed with passengers, but the ac unit blew very soft wind, so soft that it was barely enough to cooldown.  There was a shortage of cabin space for suitcases and bags in so my nephew was forced to had put his suitcase in the cabin space 20 seats in front of him? The staff didn't even politely ask him or even apologize for the inconvenience.  It's either this or you can leave your luggage behind, that's how it felt like. The seats were very small and  were also kind of hard. Luckily the flight was just three hours.",,Family Leisure,Economy Class,Tenerife to Brussels via Madrid,July 2022,1.0,1.0,,,3.0,,2,no,True,Tenerife,Brussels,Madrid
68,R Hayle,United States,2022-07-29,1,"Worst airline experience I have had. We arrived at the airport 2 hours before boarding time. Check in took over 2 hours to get to the attendant, and they would not let us through or help in any way even though the flight hadn’t yet closed the gates. She would not help us get another flight. The manager was extremely rude and told us nothing would be done. Customer service was not helpful and we lost all of our money.  There is no Iberia help desk in Paris. I have never been treated so disrespectfully. Never again.",,Solo Leisure,Economy Class,Paris to Madrid,July 2022,,,,,1.0,,1,no,True,Paris,Madrid,
69,Ricardo Henriquez,Spain,2022-07-16,6,"I have just realised that Iberia will not credit any more miles with partner airlines, or at least not with the AAdvantage program of American Airlines, In the last 3 or 4 flights that I have done with Iberia, the only way I got my miles credited was by requesting the missing miles through AAdvantage, because Iberia never credits them by itself (in contrast with Qatar or British Airways which credit them in a matter of days). Finally, after requesting missing miles once again, AAdvantage sent me a mail denying my request on grounds of ""Airline unable to validate"". This is despite that I sent the boarding pass issued by Iberia and that my AAdvantage number is printed on the boarding pass itself. It really is disappointing. I believe this is becoming a generalized policy, given the rough times that airlines have gone through since the pandemic.",A320,Business,Economy Class,Madrid to Hamburg,May 2022,3.0,4.0,2.0,2.0,3.0,1.0,3,no,True,Madrid,Hamburg,
70,JT Tanner,United States,2022-07-13,1,"Madrid to Paris. Booked flight to Europe with American Airlines using miles, they made us use Iberia. I never heard of them before this trip. They lost my luggage and my wife's. Mine somehow made it the connection in Madrid. Hers was still at DFW after take off. I had air tags in each to track the luggage in case they were lost. I had to call the airline everyday to tell them where it was. They were clueless. Absolutely do not fly Iberia, ever. All the bad reviews are true. The customer service agents tell you lies and hang up on you on every call.",,Couple Leisure,Economy Class,Madrid to Paris,July 2022,1.0,1.0,1.0,1.0,1.0,1.0,1,no,False,Madrid,Paris,
71,Richard Turnley,Dominican Republic,2022-07-12,9,"My latest return trip from Santo Domingo to London via Madrid with Iberia in Row 4 was another good experience with this airline. The business class seats are very comfortable with rows 2 and 4 offering seats next to the window. A mattress of reasonable quality, a good size pillow and a blanket are offered with decent headphones and easy to manage controls for the seat and screen. The food is nothing special but it is not bad but the wines are all from Spain and lack a little delicacy. The crew have always been very efficient but never particularly friendly. Lavatories need cleaning a bit more during the flight, Best of all is the simple transit in Terminal 4S, I have never taken longer than 15 minutes from the arrival gate, through security and to the departure gate .. much longer if you do not continue with planes flying out of other terminals. Never a problem with baggage and my arrival at Heathrow terminal 5 was a good experience with the new scanners in place. Out in about 20 minutes. I am definitely an Iberia fan and a fan on Madrid airport.",A330 300,Solo Leisure,Business Class,Santo Domingo to London via Madrid,July 2022,5.0,5.0,4.0,3.0,5.0,,5,yes,True,Santo Domingo,London,Madrid
72,G Romano,Italy,2022-07-09,2,"I find it very annoying spending substantial amounts of money and then being forced, both ways (round trip flight), to check my carry on luggage because of a lack of space on the aircraft. On the outbound, I did not complain as I thought this was an exceptional circumstance. When the same situation presented again on the return flight, I turned upset and I asked how possibly space for carry on luggage are not granted for each passenger, especially considering no mention of this situation is detectable anywhere at the moment of the flight reservation. The response I received was unbelievable: for short and medium distance routes (like mine) Iberia uses probably older aircrafts where space of the above head lockers is calculated as: 1 carry on every 3 seats, I therefore wonder: is it normal or professional avoiding to mention this to the customer at the time of reservation, in light of the fact we are talking about the official air Company of Spain whose tickets are substantially expensive? Wouldn’t be better adapting the aircraft and its space to the current customer needs?",,Business,Economy Class,Milan Linate to Madrid,July 2022,3.0,3.0,,,2.0,,1,no,True,Milan Linate,Madrid,
73,P Layne,United Kingdom,2022-07-08,3,"The airline has lost our bags on the start of a 4 week trip. We were given phone numbers for Havana where no one picks up, twitter response was sarcastic and implied we double check we flew with Iberia, we tried whatsapp and that apparently doesn't deal with baggage issues. The website says our bags can't be found and we tried the UK number with no information available and to be told that our contact details were not even attached to our ticket profile or claim (despite being an Iberia member and long time One World member so details are on everything). Understand that issues happen so not annoyed about that but the appalling customer service and total lack of information is infuriating.",,Business,Economy Class,London to Havana via Madrid,July 2022,2.0,3.0,2.0,3.0,2.0,3.0,2,no,True,London,Havana,Madrid
74,Marielena Guerra,United States,2022-07-06,1,There are no actual live people to take care of any issue. We went in person to the airport to claim our property and no one available. They have a third party company for their check in and even they don’t know any Iberia managers or employees. We apparently have to come to the airport and hunt them down maybe around 3 to 4 to get back our luggage. Unheard of to actually be able to contact someone on the phone. Please stay clear of Iberia.,,Family Leisure,Economy Class,Madrid to Miami,July 2022,1.0,2.0,2.0,3.0,1.0,2.0,2,no,True,Madrid,Miami,
75,R Peale,United Kingdom,2022-06-29,1,"I’m not in the habit of leaving reviews but my husband and I flew back from our honeymoon with Iberia and we are both extremely disappointed with the experience. Primarily because the airline lost our suitcase. This was a shared suitcase so contained most of his clothes, most of my nicest clothes, a lot of which were purchased specifically for the holiday. It also contained other items of both monetary and sentimental value which we are unlikely to ever be able to replace if we don’t get the bag back. We reported it missing at Heathrow and were told we would likely hear something within 24 hours. It’s now been a week and every time we call the phone number we were given, after waiting typically 1 hour on hold, we are just told “there is no information” and no one in the company, no matter how senior, can give us any information about where our case if or if we will ever get it back. This is completely unacceptable to me. We have to wait 21 days before the airline will confirm our bag is lost, meaning we are unsure what we ought to replace and what we should wait for. In addition to this, the flights home (we had a transfer) were very uncomfortable, there was minimal food, no option to buy additional food or drink, and the Wi-Fi didn’t work. The toilets were also all filthy.",,Couple Leisure,Economy Class,Havana to Heathrow via Madrid,June 2022,1.0,2.0,2.0,3.0,2.0,1.0,1,no,True,Havana,Heathrow,Madrid
76,Fernando Abreu,Puerto Rico,2022-06-25,1,"San Juan to Madrid. The staff are terrible. The treatment is horrible and when you file a complaint nothing happens. Not even an I'm sorry. Worst experience on an airline that I have had ever and I fly a lot. The most disrespectful service ever. Avoid this airline at all cost pay more on another airline to get to Spain if your have to, but please avoid Iberia. Terrible customer service.",,Couple Leisure,Economy Class,San Juan to Madrid,July 2021,2.0,1.0,1.0,1.0,2.0,1.0,2,no,False,San Juan,Madrid,
77,Alex Marshall,United States,2022-06-24,1,"This airline cancelled three flights in a row. They made us go to a terrible resort overnight, then come back to the airport just for the flight to be cancelled and service say they don't open until 7am and they couldn't get us on any flights that day. After this, trying to get our money back has been a nightmare. Still no refund given.",,Solo Leisure,Economy Class,Palma Mallorca to Ibiza,June 2022,1.0,,,,1.0,,1,no,True,Palma Mallorca,Ibiza,
78,R Nelson,United States,2022-06-22,2,"Miami to Madrid. If your company wants COVID tests, check them! I went through so much time and trouble and no one even checked them! What a joke. Just remove this requirement.",,Solo Leisure,Business Class,Miami to Madrid,June 2022,4.0,3.0,2.0,3.0,4.0,3.0,2,no,True,Miami,Madrid,
79,Farahnaz Poozeshi,United States,2022-06-22,3,"Iberia damaged my luggage 22 days ago and I was told I get a call back the next day! I am in US and their customer service here sucks, knowing I am here they have given me a direct number to their baggage complaints in Spain. Had to call several time to be told to go back on line, costing me $72 for the phone calls. I doubt if anyone is going to call me soon. Beside my luggage their economy seats are so tight. I was trying to get a one way ticket from Malaga to Madrid and went on Iberia site to purchase one. Their system had technical difficulties and wouldn't give me a confirmation code so I logged out from their system and got my ticket from another carrier. The next day I see them sending me a confirmation number. I told the Iberia customer service rep that I was on hold for over 1 hour and nobody picked up the phone for their English language line she still did not give me a full refund and penalized me for asking for a refund $30. ",,Solo Leisure,Economy Class,Madrid to Los Angeles,May 2022,1.0,2.0,3.0,3.0,1.0,,2,no,True,Madrid,Los Angeles,
80,Kelly Carrie,United States,2022-06-21,4,"Worst customer service, the airline lost our luggage, I had to call multiple times daily to try and find it. I was sent to a voice mail to leave a message which were never returned. When I did get a customer service agent, I would be redirected multiple times and no answers. This process took 5 days, yes 5 days without luggage. The customer service/baggage claim was no help at all. I finally got help from the airport that did not have any association with Iberia but they took the time to look, and guess what my bag was sitting in their holding area (no-one at Iberia ever called). If it was up to Iberia, I still would not have my luggage. When I arrived home I noticed that my bag was damaged, I call customer service again after 20 minutes on the phone, I got ""Sorry, there's nothing we can do"". I will never fly Iberia again.",,Family Leisure,Economy Class,,June 2022,2.0,3.0,,,1.0,,2,no,False,,,
81,Pavel Moravec,Czech Republic,2022-06-20,8,"I was really looking forward to this flight as I do fly between Madrid and London a lot and Iberia flies also their A330s and even A350 on this route so picking up time to try their A350 was no brainer, Iberia also offers upgrade to business class at check in, you won't get extra miles or extra baggage allowance, but you get full experience, fast track, lounge and of course on board experience. This time it cost 52 Euros, which is a pretty good price and worth paying. I got to airport only 2 hours before as I was busy during the day, checked in my carry on (you can for free) as I was filming this experience as well and went through fast track, which was close at London Heathrow, you only got to skip most of the line. The flight was leaving from Gates C, but there is no lounge there, so I went to BA lounge right after security, which was a bit crowded, but managed to get a seat, got some snack and drink, for hot food you have to use QR code and order online, but didn't have much time as boarding started already. Took me like 15 minutes to get there, but you can board any time using priority lane, unfortunately everyone boarded through one jet bridge, even though there were more doors and it could have been done differently. On board I had seat 3L which was really wide, comfortable and I like that its 1-2-1 so everyone has aisle access which is great, unfortunately my IFE wasn't working so I was moved to 8A which is exactly the same type of seat, most private one which is exactly what I wanted so all good. There is no pillow or blanket on this 2 hours flight which makes sense and no pre departure drink which is lacking a bit. Headphones are good though and I can't complain. Seat in general is very wide and comfortable and I'm sure I would be comfortable to be there for 10 or more hours. Business class passengers also have free Wi-Fi, even though only basic, but better than nothing. Service started around 30-40 minutes and there were two food options, I took a beef and it was good, its served on the tray, but I get that its short flight and for drink I got gin and tonic and coke. Overall happy with service, as for IFE, there are plenty of choices and I'm sure I would have enough things to watch on 10 hours flight. Overall really good experience, just one little thing, crew pretty much always start speaking Spanish and keeps doing it, would be better if they first ask you if you speak Spanish and than try to remember at least for business, I get that economy is too big. Otherwise happy with this airline and A350 is really nice aircraft.",A350-900,Business,Business Class,London Heathrow to Madrid,June 2022,5.0,4.0,4.0,5.0,4.0,5.0,5,yes,True,London Heathrow,Madrid,
82,D Ramelo,United States,2022-06-16,1,"I used British Airways and its partners to fly from Barcelona back to London for another flight back to my home city of Atlanta. Not only did the airline lose my suitcase, causing me to almost miss my next flight, but it also had no sense of urgency in getting it back to me once found. The bag was on a flight from London to Atlanta the next day, but no one at the airline bothered to follow up on actually getting it delivered to my home address. I had to call them to check on the status of my bag, at which point they told me it had basically been sitting at the airport for the past two days. The best they could do was schedule a delivery within 48 hours (who knows how many more days it will actually take to get delivered), so I’m going on three days without my essentials. When I asked if I could go to the airport and pick it up, I was advised against doing so. I will never fly British Airways again.",,Solo Leisure,Economy Class,Barcelona to London via Madrid,June 2022,3.0,4.0,,,1.0,,4,no,True,Barcelona,London,Madrid
83,W Van Blarcom,United States,2022-06-15,2,"The ground crew at check in at the JFK Airport in New York is the worst, without exception, that we have ever encountered! It is unbelievable that an airline could maintain such poor representation of their airline company and in fact they were so bad that somehow there appears to be terrible supervision and management. We flew from JFK-MAD on 6/5/22. The check in process started about 40 minutes after the time on the board and that could be caused by any number of reasons, but despite a long customer line for the full flight and about 6 people milling around behind their counter, no one ever explained anything and didn't even look at any of the passengers in line. When they opened the check in finally and we got to the counter, we were told that there was an additional form to be filled in. We had our passports, COVID shot cards, and had provided all online information on the American Airlines website which is how we booked the flights. We asked for help in understanding what we were to do and the incredibly rudest of the lot, a female actually right in front of us, put her head in her hands and turned to one of her co-workers and said, ""and this is how I have to start my day?"". We were literally stunned! I have never seen such unhelpful, frankly lazy, and rude customer service ever on other airlines. Hopefully Iberia will start some sort of supervision process. Until then, advise to book another carrier if provided for your route.",A330,Couple Leisure,Premium Economy,New York JFK to Madrid,June 2022,2.0,5.0,2.0,3.0,1.0,5.0,2,no,False,New York JFK,Madrid,
84,Karen Royall,United States,2022-06-14,3,"One week before our flight from San Francisco to Barcelona my husband got Covid. I was told to email Salud, that was it! Just Salud! I was told to ask for a credit. One month later, nothing. No response, no nothing. I took the trip with some family members. I paid for a more up front seat and was put in a middle seat in the middle of the plane. Flight attendants absolutely useless. Skip the insanity and choose a different airline. All family members were scattered all over the plane. My worst flight by far.",,Couple Leisure,Economy Class,Barcelona to San Francisco,June 2022,1.0,1.0,2.0,2.0,1.0,1.0,2,no,False,Barcelona,San Francisco,
85,J Rivas,Switzerland,2022-06-13,1,"Zurich to Mexico City via Madrid. I bought a round trip ticket with Iberia. Since my travel plans were uncertain, I intentionally bought a ticket that could be rebooked as well as canceled. Four weeks before departure, I wanted to cancel my return flight. I initiated a cancellation twice via telephone customer service (online cancellation not possible). Both times I was verbally confirmed that the return flight was cancelled and the money would be transferred in a few days (written confirmation was not possible). Weeks later I still did not have my money back. Calling customer service again, I was told that the ticket was never canceled and the passenger had not shown up. Therefore, there would be no refund. I took the case further but Iberia customer service ignored me.",,Solo Leisure,Economy Class,Zurich to Mexico City via Madrid,February 2022,4.0,4.0,4.0,4.0,1.0,4.0,1,no,False,Zurich,Mexico City,Madrid
86,T Gabriela,United States,2022-06-12,1,"Marseille to Boston via Madrid. Absolutely horrible customer service. Both during check in and while talking to customer service on the phone. At check in they did not allow me to check in due to covid testing policies, even though I had my test scheduled at my stop in Madrid, where they did not require a PCR. The lady forced me to call Iberia to try and find another flight back, and when I did they kept me on hold for more than an hour, and so I had to search for a flight back home on my own. When I called to ask for a refund they did not say anything more than that their system does not allow them to process a refund and would not let me speak to another representative. It was honestly just a very big waste if money for a returning flight I never attended or was helped to find another, and never refunded. Save yourself money and stress DO NOT, book with Iberia.",,Solo Leisure,Economy Class,Marseille to Boston via Madrid,June 2022,3.0,1.0,2.0,3.0,1.0,,1,no,True,Marseille,Boston,Madrid
87,Miguel Andujar,Australia,2022-05-25,2,"Me hubiese gustado poder dar opinión positiva… La buena reputación de Iberia creo espectativas que no fueron alcanzadas en este caso, el vuelo estuvo retrasado al menos una hora sin ninguna disculpa del capitán o personal de cabina. Desde el principio muy mal organizado el abordaje. Durante el vuelo de una hora, el servicio fue prácticamente inexistente y hasta un vaso de agua parece ser mucho pedir. Fue mi primera y última vez volando con Iberia… una lastima siendo una marca tan icónica que debería ser un standard de calidad representando a toda España. - I would have liked to have been able to give a positive opinion... Iberia's good reputation created expectations that were not met in this case, the flight was delayed for at least an hour without any apology from the captain or cabin crew. From the beginning very poorly organized boarding. During the hour-long flight, service was virtually nonexistent, and even a glass of water seems like too much to ask. It was my first and last time flying with Iberia… a shame as it is such an iconic brand that should be a quality standard representing all of Spain.",,Couple Leisure,Economy Class,Madrid to Málaga,May 2022,1.0,1.0,,,1.0,,1,no,True,Madrid,Málaga,
88,Marc Vermeire,Belgium,2022-05-22,5,The flight started with ome 40 min delay and several passengers tried to board without wearing a mask and the FA were very strict and cautious on it.  The meal in business consisted of a choice pasta or vegetarian and there were warm breads. Poor selection of drinks and refills had to be requested. Nearly 40 minutes waiting time in Brussels Airport for the luggage.,A320,Business,Business Class,madrid to brussels,May 2022,2.0,3.0,2.0,,1.0,,2,no,False,madrid,brussels,
89,V Marshall,Belgium,2022-05-21,2,"Brussels to Madrid. The experience was of such a kind that next time I will take another airline - the difference in fare between economy and business is substantial so I think passengers are entitled to receive something decent for the amount paid. The breakfast did consist of 2 wrapped packages of 25 g of some cold cuts, one croissant and one small yoghurt - no sign of fruit, jam, butter or decent bread - when asking a second cola zero with ice I got a look if I was asking for a bottle of champagne. Disastrous for business in full - very unfriendly FA - flight took some delay only positive fact was that the gates for connecting flights were announced.",A321,Business,Business Class,Brussels to Madrid,May 2022,2.0,1.0,1.0,,3.0,,1,no,True,Brussels,Madrid,
90,Darren Murray,Ireland,2022-04-30,1,The rudest staff I have ever encountered. First time on Iberia. They lost my bag and would not help me to find it. The staff were rude. Never again and please avoid Iberia if you can. The customer service is appalling.,,Solo Leisure,Economy Class,Guayaquil to Madrid,April 2022,1.0,1.0,1.0,1.0,1.0,1.0,1,no,True,Guayaquil,Madrid,
91,W Gordon,Panama,2022-04-28,1,"I have flown business class to Europe regularly from Panama and return over the last 10 years, using all the European airlines that cover the trip, all the American and even South American this was the first on Iberia - and the last. The plane was 5.5 years old. Seat, very little storage, very thin padding, I had to sit on my pillow to make it comfortable. Service, no menu, no pre dinner drinks, food served all on one tray covered in foil and plastic wrap. No real explanation of what the food was. No after dinner drinks. I asked for a scotch and I was told that they weren't sure whether it was available. IFE was poor. Offered 30 mins of complimentary WiFi, it did not work. Sleep was impossible due to crew constantly using the toilet at the rear of the BC cabin. Although the toilet was not cleaned until just before we landed and deteriorated during the 10 hour flight. No toiletries available in WC apart from soap. Cabin too warm even for my partner who like me has lived in the tropics for 10 years. No hot towels, no cold towels. Breakfast was lukewarm at best and it consisted of an inedible omelet thing, 3 bread rolls same as for dinner, no butter, a pot if jam, fruit and yogurt, the latter being at least edible. Overall the staff seemed non-interested in the customers and I do not think I have been more disappointed in an expensive business class ticket. I would have been disappointed if it had been economy, but for overall value, very poor.",A330-200,Couple Leisure,Business Class,Panama City to Madrid,April 2022,1.0,1.0,1.0,2.0,4.0,1.0,1,no,True,Panama City,Madrid,
92,S Mathau,Spain,2022-04-08,1,"Madrid to Palma. This comes as an ""I really had enough"" review. After other many experiences with lost bags, damaged bags without repair, terrible customer service, Avios points not automatically loaded 50% of the time and it goes on. On the last occasion, I bought a business ticket in order to have free changes. I needed to change the date, I have spent 45 minutes over 3 call centres that asked me to call one another. No one was able to change it. Until the last operator, that wanted to charge me as I was not doing the change online, even if I repeatedly let all know then system on line was telling me online was not possible! The operator told me that I needed to go to the airport. Zero empathy along the 45 minutes and the 4 different operators. They just didn't care and this is always true every time I had to call them. I had to go to the airport and got it changed at the ticket desk! All this with a business ticket. Now imagine the other times when I flew economy. How the company keeps on doing this, I don't know. ",A321,Business,Business Class,Madrid to Palma,March 2022,2.0,2.0,1.0,1.0,1.0,,2,no,True,Madrid,Palma,
