,authors,countries,date,rating,reviews,aircraft,traveller type,seat type,route,date flown,seat comfort,cabin staff service,food & beverages,inflight entertainment,ground service,wifi,value for money,recommended,verified,start airport,end airport,transfer airport,sentiment analysis,sentiment analysis scores,lemmatized reviews
75,R Peale,United Kingdom,2022-06-29,1,"I’m not in the habit of leaving reviews but my husband and I flew back from our honeymoon with Iberia and we are both extremely disappointed with the experience. Primarily because the airline lost our suitcase. This was a shared suitcase so contained most of his clothes, most of my nicest clothes, a lot of which were purchased specifically for the holiday. It also contained other items of both monetary and sentimental value which we are unlikely to ever be able to replace if we don’t get the bag back. We reported it missing at Heathrow and were told we would likely hear something within 24 hours. It’s now been a week and every time we call the phone number we were given, after waiting typically 1 hour on hold, we are just told “there is no information” and no one in the company, no matter how senior, can give us any information about where our case if or if we will ever get it back. This is completely unacceptable to me. We have to wait 21 days before the airline will confirm our bag is lost, meaning we are unsure what we ought to replace and what we should wait for. In addition to this, the flights home (we had a transfer) were very uncomfortable, there was minimal food, no option to buy additional food or drink, and the Wi-Fi didn’t work. The toilets were also all filthy.",,Couple Leisure,Economy Class,Havana to Heathrow via Madrid,June 2022,1.0,2.0,2.0,3.0,2.0,1.0,1,no,True,Havana,London,Madrid,Negative,-0.742,  habit leave review husband fly back honeymoon iberia extremely disappointed experience primarily lose suitcase share suitcase contain clothes nice clothes lot purchase specifically holiday contain item monetary sentimental value unlikely ever able replace get bag back report missing heathrow likely hear something within 24 hour week every time call phone number give wait typically 1 hour hold information one company matter senior give us information case ever get back completely unacceptable wait 21 day confirm bag lose meaning unsure ought replace wait addition flight home transfer uncomfortable minimal food option buy additional food drink work toilet filthy
77,Alex Marshall,United States,2022-06-24,1,"This airline cancelled three flights in a row. They made us go to a terrible resort overnight, then come back to the airport just for the flight to be cancelled and service say they don't open until 7am and they couldn't get us on any flights that day. After this, trying to get our money back has been a nightmare. Still no refund given.",,Solo Leisure,Economy Class,Palma Mallorca to Ibiza,June 2022,1.0,,,,1.0,,1,no,True,Palma Mallorca,Ibiza,,Negative,-0.7269,  cancel three flight row make us go terrible resort overnight come back airport cancel service say open 7am get us flight day try get money back nightmare still refund give
78,R Nelson,United States,2022-06-22,2,"Miami to Madrid. If your company wants COVID tests, check them! I went through so much time and trouble and no one even checked them! What a joke. Just remove this requirement.",,Solo Leisure,Business Class,Miami to Madrid,June 2022,4.0,3.0,2.0,3.0,4.0,3.0,2,no,True,Miami,Madrid,,Negative,-0.0516,  miami madrid company want covid test check go much time trouble one check joke remove requirement
79,Farahnaz Poozeshi,United States,2022-06-22,3,"Iberia damaged my luggage 22 days ago and I was told I get a call back the next day! I am in US and their customer service here sucks, knowing I am here they have given me a direct number to their baggage complaints in Spain. Had to call several time to be told to go back on line, costing me $72 for the phone calls. I doubt if anyone is going to call me soon. Beside my luggage their economy seats are so tight. I was trying to get a one way ticket from Malaga to Madrid and went on Iberia site to purchase one. Their system had technical difficulties and wouldn't give me a confirmation code so I logged out from their system and got my ticket from another carrier. The next day I see them sending me a confirmation number. I told the Iberia customer service rep that I was on hold for over 1 hour and nobody picked up the phone for their English language line she still did not give me a full refund and penalized me for asking for a refund $30. ",,Solo Leisure,Economy Class,Madrid to Los Angeles,May 2022,1.0,2.0,3.0,3.0,1.0,,2,no,True,Madrid,Los Angeles,,Negative,-0.891,  iberia damage luggage 22 day ago get call back next day us customer service suck know give direct number baggage complaint spain call several time go back line cost 72 phone call doubt anyone go call soon beside luggage economy seat tight try get one way ticket malaga madrid go iberia site purchase one system technical difficulty give confirmation code log system get ticket another carrier next day see send confirmation number iberia customer service rep hold 1 hour nobody pick phone english language line still give full refund penalize ask refund 30
81,Pavel Moravec,Czech Republic,2022-06-20,8,"I was really looking forward to this flight as I do fly between Madrid and London a lot and Iberia flies also their A330s and even A350 on this route so picking up time to try their A350 was no brainer, Iberia also offers upgrade to business class at check in, you won't get extra miles or extra baggage allowance, but you get full experience, fast track, lounge and of course on board experience. This time it cost 52 Euros, which is a pretty good price and worth paying. I got to airport only 2 hours before as I was busy during the day, checked in my carry on (you can for free) as I was filming this experience as well and went through fast track, which was close at London Heathrow, you only got to skip most of the line. The flight was leaving from Gates C, but there is no lounge there, so I went to BA lounge right after security, which was a bit crowded, but managed to get a seat, got some snack and drink, for hot food you have to use QR code and order online, but didn't have much time as boarding started already. Took me like 15 minutes to get there, but you can board any time using priority lane, unfortunately everyone boarded through one jet bridge, even though there were more doors and it could have been done differently. On board I had seat 3L which was really wide, comfortable and I like that its 1-2-1 so everyone has aisle access which is great, unfortunately my IFE wasn't working so I was moved to 8A which is exactly the same type of seat, most private one which is exactly what I wanted so all good. There is no pillow or blanket on this 2 hours flight which makes sense and no pre departure drink which is lacking a bit. Headphones are good though and I can't complain. Seat in general is very wide and comfortable and I'm sure I would be comfortable to be there for 10 or more hours. Business class passengers also have free Wi-Fi, even though only basic, but better than nothing. Service started around 30-40 minutes and there were two food options, I took a beef and it was good, its served on the tray, but I get that its short flight and for drink I got gin and tonic and coke. Overall happy with service, as for IFE, there are plenty of choices and I'm sure I would have enough things to watch on 10 hours flight. Overall really good experience, just one little thing, crew pretty much always start speaking Spanish and keeps doing it, would be better if they first ask you if you speak Spanish and than try to remember at least for business, I get that economy is too big. Otherwise happy with this airline and A350 is really nice aircraft.",A350-900,Business,Business Class,London Heathrow to Madrid,June 2022,5.0,4.0,4.0,5.0,4.0,5.0,5,yes,True,London,Madrid,,Positive,0.9959,  really look forward fly madrid london lot iberia fly a330s a350 route picking time try a350 brainer iberia offer upgrade business class check wo get extra mile extra baggage allowance get full experience fast track lounge course board experience time cost 52 euro pretty good price worth pay get airport 2 hour busy day check carry free filming experience well go fast track close london heathrow get skip line leave gate c lounge go ba lounge right security bit crowd manage get seat get snack drink hot food use qr code order online much time board start already take like 15 minute get board time use priority lane unfortunately everyone board one jet bridge though door do differently board seat 3l really wide comfortable like everyone aisle access great unfortunately ife work move 8a exactly type seat private one exactly want good pillow blanket 2 hour make sense pre departure drink lack bit headphone good though ca complain seat general wide comfortable sure comfortable 10 hour business class passenger free though basic good nothing service start around minute two food option take beef good serve tray get short drink get gin tonic coke overall happy service ife plenty choice sure enough thing watch 10 hour overall really good experience one little thing crew pretty much always start speak spanish keep well first ask speak spanish try remember least business get economy big otherwise happy a350 really nice
82,D Ramelo,United States,2022-06-16,1,"I used British Airways and its partners to fly from Barcelona back to London for another flight back to my home city of Atlanta. Not only did the airline lose my suitcase, causing me to almost miss my next flight, but it also had no sense of urgency in getting it back to me once found. The bag was on a flight from London to Atlanta the next day, but no one at the airline bothered to follow up on actually getting it delivered to my home address. I had to call them to check on the status of my bag, at which point they told me it had basically been sitting at the airport for the past two days. The best they could do was schedule a delivery within 48 hours (who knows how many more days it will actually take to get delivered), so I’m going on three days without my essentials. When I asked if I could go to the airport and pick it up, I was advised against doing so. I will never fly British Airways again.",,Solo Leisure,Economy Class,Barcelona to London via Madrid,June 2022,3.0,4.0,,,1.0,,4,no,True,Barcelona,London,Madrid,Negative,-0.0534,  use airway partner fly barcelona back london another back home city atlanta lose suitcase cause almost miss next sense urgency get back find bag london atlanta next day one bother follow actually get deliver home address call check status bag point basically sit airport past two day best schedule delivery within 48 hour know many day actually take get deliver go three day without essential ask go airport pick advise never fly airway
86,T Gabriela,United States,2022-06-12,1,"Marseille to Boston via Madrid. Absolutely horrible customer service. Both during check in and while talking to customer service on the phone. At check in they did not allow me to check in due to covid testing policies, even though I had my test scheduled at my stop in Madrid, where they did not require a PCR. The lady forced me to call Iberia to try and find another flight back, and when I did they kept me on hold for more than an hour, and so I had to search for a flight back home on my own. When I called to ask for a refund they did not say anything more than that their system does not allow them to process a refund and would not let me speak to another representative. It was honestly just a very big waste if money for a returning flight I never attended or was helped to find another, and never refunded. Save yourself money and stress DO NOT, book with Iberia.",,Solo Leisure,Economy Class,Marseille to Boston via Madrid,June 2022,3.0,1.0,2.0,3.0,1.0,,1,no,True,Marseille,Boston,Madrid,Negative,-0.8651,  marseille boston via madrid absolutely horrible customer service check talk customer service phone check allow check due covid test policy though test schedule stop madrid require pcr lady force call iberia try find another back kept hold hour search back home call ask refund say anything system allow process refund let speak another representative honestly big waste money return never attend help find another never refund save money stress book iberia
87,Miguel Andujar,Australia,2022-05-25,2,"Me hubiese gustado poder dar opinión positiva… La buena reputación de Iberia creo espectativas que no fueron alcanzadas en este caso, el vuelo estuvo retrasado al menos una hora sin ninguna disculpa del capitán o personal de cabina. Desde el principio muy mal organizado el abordaje. Durante el vuelo de una hora, el servicio fue prácticamente inexistente y hasta un vaso de agua parece ser mucho pedir. Fue mi primera y última vez volando con Iberia… una lastima siendo una marca tan icónica que debería ser un standard de calidad representando a toda España. - I would have liked to have been able to give a positive opinion... Iberia's good reputation created expectations that were not met in this case, the flight was delayed for at least an hour without any apology from the captain or cabin crew. From the beginning very poorly organized boarding. During the hour-long flight, service was virtually nonexistent, and even a glass of water seems like too much to ask. It was my first and last time flying with Iberia… a shame as it is such an iconic brand that should be a quality standard representing all of Spain.",,Couple Leisure,Economy Class,Madrid to Málaga,May 2022,1.0,1.0,,,1.0,,1,no,True,Madrid,Málaga,,Positive,0.5349,  hubiese gustado poder dar opinión la buena reputación de iberia creo espectativas que fueron alcanzadas en este caso el vuelo estuvo retrasado al menos una hora sin ninguna disculpa del capitán personal de cabina desde el principio muy mal organizado el abordaje durante el vuelo de una hora el servicio fue prácticamente inexistente hasta un vaso de agua parece ser mucho pedir fue mi primera última vez volando con una lastima siendo una marca tan icónica que debería ser un standard de calidad representando toda españa like able give positive opinion iberia good reputation create expectation meet case delay least hour without apology captain cabin crew begin poorly organize boarding service virtually nonexistent glass water seem like much ask first last time fly shame iconic brand quality standard represent spain
89,V Marshall,Belgium,2022-05-21,2,"Brussels to Madrid. The experience was of such a kind that next time I will take another airline - the difference in fare between economy and business is substantial so I think passengers are entitled to receive something decent for the amount paid. The breakfast did consist of 2 wrapped packages of 25 g of some cold cuts, one croissant and one small yoghurt - no sign of fruit, jam, butter or decent bread - when asking a second cola zero with ice I got a look if I was asking for a bottle of champagne. Disastrous for business in full - very unfriendly FA - flight took some delay only positive fact was that the gates for connecting flights were announced.",A321,Business,Business Class,Brussels to Madrid,May 2022,2.0,1.0,1.0,,3.0,,1,no,True,Brussels,Madrid,,Negative,-0.0516,  brussels madrid experience kind next time take another difference fare economy business substantial think passenger entitle receive something decent amount pay breakfast consist 2 wrap package 25 g cold cut one croissant one small yoghurt sign fruit jam butter decent bread ask second cola zero ice get look ask bottle champagne disastrous business full unfriendly fa take delay positive fact gate connect flight announce
90,Darren Murray,Ireland,2022-04-30,1,The rudest staff I have ever encountered. First time on Iberia. They lost my bag and would not help me to find it. The staff were rude. Never again and please avoid Iberia if you can. The customer service is appalling.,,Solo Leisure,Economy Class,Guayaquil to Madrid,April 2022,1.0,1.0,1.0,1.0,1.0,1.0,1,no,True,Guayaquil,Madrid,,Negative,-0.7632,  rudest staff ever encounter first time iberia lose bag help find staff rude never please avoid iberia customer service appal
91,W Gordon,Panama,2022-04-28,1,"I have flown business class to Europe regularly from Panama and return over the last 10 years, using all the European airlines that cover the trip, all the American and even South American this was the first on Iberia - and the last. The plane was 5.5 years old. Seat, very little storage, very thin padding, I had to sit on my pillow to make it comfortable. Service, no menu, no pre dinner drinks, food served all on one tray covered in foil and plastic wrap. No real explanation of what the food was. No after dinner drinks. I asked for a scotch and I was told that they weren't sure whether it was available. IFE was poor. Offered 30 mins of complimentary WiFi, it did not work. Sleep was impossible due to crew constantly using the toilet at the rear of the BC cabin. Although the toilet was not cleaned until just before we landed and deteriorated during the 10 hour flight. No toiletries available in WC apart from soap. Cabin too warm even for my partner who like me has lived in the tropics for 10 years. No hot towels, no cold towels. Breakfast was lukewarm at best and it consisted of an inedible omelet thing, 3 bread rolls same as for dinner, no butter, a pot if jam, fruit and yogurt, the latter being at least edible. Overall the staff seemed non-interested in the customers and I do not think I have been more disappointed in an expensive business class ticket. I would have been disappointed if it had been economy, but for overall value, very poor.",A330-200,Couple Leisure,Business Class,Panama City to Madrid,April 2022,1.0,1.0,1.0,2.0,4.0,1.0,1,no,True,Panama City,Madrid,,Positive,0.8316,  flown business class europe regularly panama return last 10 year use european airline cover trip american south american first iberia last year old seat little storage thin pad sit pillow make comfortable service menu pre dinner drink food serve one tray cover foil plastic wrap real explanation food dinner drink ask scotch sure whether available ife poor offer 30 min complimentary wifi work sleep impossible due crew constantly use toilet rear bc cabin although toilet clean land deteriorated 10 hour toiletry available wc apart soap cabin warm partner like live tropic 10 year hot towel cold towel breakfast lukewarm best consist inedible omelet thing 3 bread roll dinner butter pot jam fruit yogurt latter least edible overall staff seem customer think disappointed expensive business class ticket disappointed economy overall value poor
92,S Mathau,Spain,2022-04-08,1,"Madrid to Palma. This comes as an ""I really had enough"" review. After other many experiences with lost bags, damaged bags without repair, terrible customer service, Avios points not automatically loaded 50% of the time and it goes on. On the last occasion, I bought a business ticket in order to have free changes. I needed to change the date, I have spent 45 minutes over 3 call centres that asked me to call one another. No one was able to change it. Until the last operator, that wanted to charge me as I was not doing the change online, even if I repeatedly let all know then system on line was telling me online was not possible! The operator told me that I needed to go to the airport. Zero empathy along the 45 minutes and the 4 different operators. They just didn't care and this is always true every time I had to call them. I had to go to the airport and got it changed at the ticket desk! All this with a business ticket. Now imagine the other times when I flew economy. How the company keeps on doing this, I don't know. ",A321,Business,Business Class,Madrid to Palma,March 2022,2.0,2.0,1.0,1.0,1.0,,2,no,True,Madrid,Palma,,Positive,0.7394,  madrid palma come really enough review many experience lose bag damage bag without repair terrible customer service avios point automatically load 50 time go last occasion buy business ticket order free change need change date spend 45 minute 3 call centre ask call one another one able change last operator want charge change online repeatedly let know system line tell online possible operator need go airport zero empathy along 45 minute 4 different operator care always true every time call go airport get change ticket desk business ticket imagine time flew economy company keep know
93,S Morton,United States,2022-04-07,1,"They don't let you check in until 2 hours before the flight and created a huge line. On the way here we missed our connecting flight because they were scheduled too close together and they blamed us. They forced us to check our carry on bag and charged us 70 euros when we carried our bag on the previous flight. It was bought as a carry on bag and they refused to let us carry it on without paying.  The flight attendants ignore call lights. Couldn't get a drink of water on a 7 hour flight. Worst airline ever. Don't fly with them if you want a relaxing, stress free flight. ",,Couple Leisure,Economy Class,Lisbon to Madrid,April 2022,1.0,1.0,1.0,,1.0,,1,no,True,Lisbon,Madrid,,Neutral,0.0531,  let check 2 hour create huge line way miss connect schedule close together blame us force us check carry bag charge us 70 euro carry bag previous buy carry bag refuse let us carry without pay attendant ignore call light get drink water 7 hour worst ever fly want relax stress free
94,S Beele,United States,2022-03-31,1,"Iberia’s website says that dogs are allowed up to a certain weight. We booked the trip through Iberia and believe we can travel with our dog. Show up at LAX and are told “no”, Service dogs only. Turns out Iberia had contracted the flight to LEVEL and didn’t make that clear to us. The ticket only mentioned LEVEL in Spanish. The rest of the ticket was in English. I call customer service but they want to charge me a $500 penalty fee because we didn’t notice that, at the bottom of the pet policy page, there’s a section about how LEVEL doesn’t allow pets and Iberia and LEVEL are BFFs. Anyway we had to scramble to get a different flight (through Swiss, wonderful service) to Madrid instead because it was the only other flight to Spain that day from LAX. All in all, with cancellation fees for hotels and the more expensive Swiss ticket, we lost about $1,000, maybe more. Customer service was totally unempathetic and unhelpful. Horrible experience. ",,Couple Leisure,Economy Class,Los Angeles to Barcelona,March 2022,,,,,1.0,,1,no,True,Los Angeles,Barcelona,,Neutral,0.2585,  iberia website say dog allow certain weight book trip iberia believe travel dog show lax service dog turn iberia contract level make clear us ticket mentioned level spanish rest ticket english call customer service want charge 500 penalty fee notice bottom pet policy page section level allow pet iberia level bffs anyway scramble get different swiss wonderful service madrid instead spain day lax cancellation fee hotel expensive swiss ticket lose maybe customer service totally unempathetic unhelpful horrible experience
96,C Parselli,United States,2022-03-27,1,"One of the worst airlines I’ve ever traveled with. The extra legroom seats are a total joke, and legroom in the normal seats is atrocious. The staff were very unprofessional. Passengers with luggage in front of their feet in the first row of the sections, window blinds down, seats reclined, and tray tables out, all during takeoff. The flight attendant on our side did not perform the safety briefing at all. He was too busy messing with overhead baggage and it wasn’t until we took off that I realized he hadn’t done it. ",A330,Solo Leisure,Economy Class,New York to Alicante via Madrid,March 2022,1.0,2.0,2.0,3.0,3.0,,2,no,True,New York,Alicante,Madrid,Negative,-0.7722,  one bad airline ever travel extra legroom seat total joke legroom normal seat atrocious staff unprofessional passenger luggage front foot first row section window blind seat recline tray table takeoff attendant side perform safety brief busy mess overhead baggage take realize do
97,S Hamner,Germany,2022-03-17,1,"The flight was really uncomfortable, expensive and they do not have vegetarian food (only if you choose in advance). They lost my baggage and are not able to give me any sort of information on it, and they cannot give me information on how much I will be compensated. ",,Business,Economy Class,Mexico City to Lisbon via Madrid,March 2022,1.0,1.0,1.0,,1.0,,1,no,True,Mexico City,Lisbon,Madrid,Negative,-0.6801,  really uncomfortable expensive vegetarian food choose advance lose baggage able give sort information give information much compensate
99,B Richardson,United States,2022-03-03,2,"Most bizarre and ridiculous booking experience. I purchased a ticket on their website that was listed in Euro (112.6 Euro), but then got the receipt, which was in pound (112.6 Sterling). I am from the USA and that resulted in approximately $20 difference. Twenty dollars was not much to get worked up about, but it was so absurd that I had to call. After much back on forth with representative, I was told I would be credited the difference. However, when I got my credit card bill a month later, I realized that the representative had actually given me a credit for 112.6 Euro. That drove me to the website to see if I still had my ticket. Sure enough, my booking no longer existed. So basically I ending up paying $20 to not have a ticket and by this time tickets had almost doubled in price. At this point, I have spent hours on the phone trying to get this issue resolved. Even if the mistake is so obvious, the customer representatives have resisted doing anything about it. Finally, after much nagging, they agreed to look further into it and get back to me in a week. In the meantime, no ticket. A fiction writer could not have come up with a more bizarre set of circumstances. Finally, I just bought another ticket since otherwise I would be stranded and hope they will reimburse me back to original price plus the $20 difference. We will have to see. I am certainly worried about what this will mean for the actual flight. Maybe they will accidently book my seat in the cockpit and send my baggage back to the departing city.",,Solo Leisure,Economy Class,Venice to Madrid,March 2022,3.0,3.0,,,1.0,,1,no,True,Venice,Madrid,,Positive,0.7579,  bizarre ridiculous book experience purchase ticket website list euro euro get receipt pound sterling usa result approximately 20 difference twenty dollar much get work absurd call much back forth representative credit difference however get credit card bill month later realize representative actually give credit euro drive website see still ticket sure enough booking longer exist basically end pay 20 ticket time ticket almost doubled price point spent hour phone try get issue resolve mistake obvious customer representative resist anything finally much nag agree look get back week meantime ticket fiction writer come bizarre set circumstance finally buy another ticket since otherwise strand hope reimburse back original price plus 20 difference see certainly worry mean actual maybe accidently book seat cockpit send baggage back depart city
102,D Calanos,Netherlands,2021-12-29,1,"I had to cancel previous flights due to covid from what I got some redeemable codes. Those codes could only be used on Iberia, even if the same flight in Vueling is 50% cheaper you need to book it on Iberia. The flight did not cost the total amount I had in my code, which I was going to use to book some seats as I'm 198cm. To my surprise, check-in is done on Vueling which means that my whole plan went to the garbage as the codes and money I have sitting on Iberia cannot be used on Vueling. Trying to fix this issue with customer support, I call once Iberia Express getting hung up by the automatic answers without speaking to a person, the same result after calling Iberia customer support and 5min on the phone waiting for nothing. After this, I decided to try the WhatsApp chat, which take me 10 min to make the automatic answers formulary to understand my problem, and when I finally get a real person on my chat, I get as an answer one line saying: ""the code can only be used on Iberia"". Iberia don't care about the customer and customer support is the worst I have seen.",,Business,Economy Class,Amsterdam to Malaga,December 2021,,,,,,,1,no,True,Amsterdam,Malaga,,Positive,0.5574,  cancel previous flight due covid get redeemable code code use iberia vueling 50 cheap need book iberia cost total amount code go use book seat 198cm surprise do vueling mean whole plan go garbage code money sit iberia use vueling try fix issue customer support call iberia express get hung automatic answer without speak person result call iberia customer support 5min phone wait nothing decide try whatsapp chat take 10 min make automatic answer formulary understand problem finally get real person chat get answer one line say code use iberia iberia care customer customer support worst see
103,Michel Perrin,France,2021-12-20,8,"Excellent Velazquez lounge in Madrid, with real meal. Very quick boarding, and fabulous crew on board. Covid precautions well enforced. 3 points might be improved: Entertainment system is outdated, with an extremely limited choice of movies as well as poor flight tracking. Seat cushion is much too hard, and access to baggage compartment is nearly impossible. Too high.",A-333,Couple Leisure,Business Class,Marseille to Sao Paulo via Madrid,December 2021,2.0,5.0,4.0,2.0,4.0,3.0,5,yes,True,Marseille,Sao Paulo,Madrid,Positive,0.8836,  excellent velazquez lounge madrid real meal quick board fabulous crew board covid precaution well enforce 3 point might improve entertainment system outdated extremely limited choice movie well poor track seat cushion much hard access baggage compartment nearly impossible high
105,Alfonso Munoz,United States,2021-12-15,1,"Seriously frustrating to have my flight from London delayed over an hour only to find connecting flight closed. Over 20 passengers waiting at the gate and the plane shut the gate. Iberia leave a large group of people stranded, wasting their COVID tests and legion of paper work. Now in line with over 50 stranded passengers and only two agents.",,Solo Leisure,Economy Class,London to San Juan via Madrid,December 2021,1.0,2.0,,,1.0,,1,no,True,London,San Juan,Madrid,Negative,-0.836,  seriously frustrating london delay hour find connecting close 20 passenger wait gate shut gate iberia leave large group people strand waste covid test legion paper work line 50 strand passenger two agent
106,H Blumenthal,Portugal,2021-11-28,4,"Between average and under average to sum up my flights. Boarding for business passengers in Lima was perfect: very orderly and quick. The usual oldish looking business cabin pretty worn out. When I asked something else than the 2 choices for the welcome drink: plain water or cava (the Spanish sparkling wine), I was told: ""after take off"" Even if I asked for it again twice I had to wait 1h10! and it was given to me at the same time as the meal: Iberia staff likes to make the minimum efforts possible. The dinner was dreadfully presented on a tiny tray (size of a coach meal tray) and in a very oldish and ugly china. No menu with the usual Covid excuse. So I was asked ""Beef or fish?"" and when I asked how they were prepared I got the 2 same words snapped back to me. Food was eatable but certainly no more than that, and the presentation did not make you hungry. Appetizer was canteen style, meat was tough and overcooked, cheese truly bad and desert bad. Apart from the beef or fish, no choice. To be honest the wines were good but once again no menu to know what you were drinking. Between the dinner and the breakfast we never saw a crew member: doesn't Iberia train the cabin crew to treat decently business class clients decently? And in my fair opinion of ultra freqent traveller the Iberia executive in charge of food should be transferred to some another department asap. Business passengers are entitled to 30 minutes wifi: never worked! even if on my outbound flight it did. My short haul flight between Lisbon and Madrid was better.",A340,Solo Leisure,Business Class,Lima to Lisbon via Madrid,November 2021,3.0,2.0,2.0,2.0,5.0,1.0,4,no,True,Lima,Lisbon,Madrid,Positive,0.9403,  average average sum flight board business passenger lima perfect orderly quick usual oldish look business cabin pretty worn ask something else 2 choice welcome drink plain water cava spanish sparkling wine take ask twice wait 1h10 give time meal iberia staff like make minimum effort possible dinner dreadfully present tiny tray size coach meal tray oldish ugly china menu usual covid excuse ask beef fish ask prepared get 2 word snap back food eatable certainly presentation make hungry appetizer canteen style meat tough overcook cheese truly bad desert bad apart beef fish choice honest wine good menu know drink dinner breakfast never saw crew member iberia train cabin crew treat decently business class client decently fair opinion ultra freqent traveller iberia executive charge food transfer another department asap business passenger entitle 30 minute wifi never work outbound short haul lisbon madrid well
108,K Kooistra,Netherlands,2021-11-14,4,"The A350-900, a first for me and I was very excited to fly Iberia for the first time.  The flight was a big disappointment. The problems started at check-in; long queues and unclear instructions on what Covid documents were required to show at this stage caused the queue to move very slowly. Boarding was not much better, the process was slow and unclear.  Passengers stood in wrong rows and the order in which people were being boarded was very chaotic, causing a long queue in the jet bridge. After a 45 minute delay and everybody onboard, IB3166 left Madrid for London. The crew handed out a small sanitation kit and a small bottle of water. There were no menu cards available due to Covid and the menu was not available on the IFE. There was no option to purchase other food or drinks or any of the luxury items Iberia advertises on the IFE, a bit disappointing since I was planning on purchasing some food for my short layover at LHR. The seat on the A350 impressed me, it was very comfortable with a good amount of legroom, a relatively large IFE screen and adjustable headrest. The IFE shut down after 30 minutes into the flight and the flight crew refused to help me by resetting the screen. The crew seemed tired and not interested in the passengers. The flight attendants were not visible during the flight and did not respond to people calling for help using the button on the IFE. This caused issues upon arrival at LHR, they did not have a system for deboarding, passengers were queueing in the aisles and pushing forward towards the exit of the aircraft. A very disappointing experience and I expected the Iberia crew to perform far better than this. In conclusion, Iberia showed me to be an airline which is just average when it comes to these flights. The seat on the A350-900 was amazing, but the fact that there was no food service, no system behind the boarding process and the flight crew being uninterested in the passengers experience showed me that I would rather pay more to fly another airline on a route such as this one.",A350-900,Couple Leisure,Economy Class,Madrid to London,November 2021,5.0,1.0,3.0,4.0,3.0,,2,no,True,Madrid,London,,Neutral,0.4767,  first excite fly iberia first time big disappointment problem start long queue unclear instruction covid document require show stage cause queue move slowly board much good process slow unclear passenger stand wrong row order people board chaotic causing long queue jet bridge 45 minute delay everybody onboard ib3166 leave madrid london crew hand small sanitation kit small bottle water menu card available due covid menu available ife option purchase food drink luxury item iberia advertises ife bit disappointing since plan purchase food short layover lhr seat a350 impress comfortable good amount legroom relatively large ife screen adjustable headrest ife shut 30 minute crew refuse help reset screen crew seem tired interested passenger attendant visible respond people call help use button ife cause issue upon arrival lhr system deboarding passenger queue aisle push forward towards exit disappointing experience expect iberia crew perform far good conclusion iberia show average come flight seat amaze fact food service system behind board process crew uninterested passenger experience show rather pay fly another route one
109,M Perry ,United Kingdom,2021-11-07,9,"The wide bodied jets that Iberia fly on this route (A330-300 and A350-900) make business class an attractive option: lie-flat bed, movies and a lot of space, even if only for 2 hours. The food from Do&Co is also very good, with Guylian chocolates now added with the coffee service. The crew are fairly reserved but ready to assist. This flight was an on-time departure and early arrival. I was connecting through Madrid and used the Dali lounge in T4, where they were making cocktails to order.",A350-900,Solo Leisure,Business Class,London to Madrid,November 2021,4.0,4.0,5.0,5.0,4.0,,5,yes,True,London,Madrid,,Positive,0.8074,  wide body jet iberia fly route make business class attractive option bed movie lot space 2 hour food co good guylian chocolates added coffee service crew fairly reserve ready assist departure early arrival connect madrid use dali lounge t4 make cocktail order
112,Cathy Drury,Australia,2021-10-22,1,Los Angeles to Dubrovnik via Madrid. What a joke this airline is. No customer service what so ever. We need to change our return ticket and cannot find an English speaking service rep and when you do they disconnect your call or refer you to another number that automatically disconnects. We have spent 4 days trying to find someone that can assist us and now we will lose our return ticket as we can’t cancel it or change it on their website. We fly internationally 4 times a year but will never fly with Iberia again. ,,Couple Leisure,Economy Class,Los Angeles to Dubrovnik via Madrid,September 2021,3.0,2.0,1.0,1.0,4.0,1.0,1,no,True,Los Angeles,Dubrovnik,Madrid,Negative,-0.296,  los angeles dubrovnik via madrid joke customer service ever need change return ticket find english speaking service rep disconnect call refer another number automatically disconnect spent 4 day try find someone assist us lose return ticket cancel change website fly internationally 4 time year never fly iberia
113,Hayden Kugis,Germany,2021-10-22,1,"Paid full fare business class, was denied entry to the lounge despite it being included in the fare, also included and not delivered was catering and priority boarding, I got to the gate and she roped off the priority queue in front of me, showed her my ticket, she pointed to the back of the economy line and turned around. I said I'm flying business and she looked at the ticket, said ""too late, should have got here earlier"", she then proceeded to let 4 groups of people down the priority lane after I walked away, all of whom I later saw flying business class just like me. Seat was wet, covered in wine, sauce and stains, cabin full, 'nothing they can do', spent the flight uncomfortably on 2 jackets. Catering was non existent, no service, attendants ignored call bell when I tried to get a drink, went to the crew to ask in the galley, was told to ""go away, you cant be here"". Flight attendants proceeded to sit together as a group of 3 laughing the entire flight and taking selfies. Toilets were disgusting, not cleaned once, piss and toilet paper everywhere, never felt like I needed a shower more than when I was on that flight. ",A350,Business,Business Class,London to Madrid,September 2021,1.0,1.0,1.0,1.0,1.0,1.0,1,no,True,London,Madrid,,Negative,-0.7851,  pay full fare business class deny entry lounge despite include fare include delivered catering priority board get gate rope priority queue front show ticket point back economy line turn around say fly business look ticket say late get earlier proceed let 4 group people priority lane walk away later saw fly business class like seat wet cover wine sauce stain cabin full spent uncomfortably 2 jacket cater non existent service attendant ignore call bell try get drink go crew ask galley go away cant attendant proceed sit together group 3 laugh entire take selfies toilet disgust clean piss toilet paper everywhere never felt like need shower
