,authors,countries,date,rating,reviews,aircraft,traveller type,seat type,route,date flown,seat comfort,cabin staff service,food & beverages,inflight entertainment,ground service,wifi,value for money,recommended,verified,start airport,end airport,transfer airport
278,A Palinski,Poland,2023-05-03,1,"The worst company that I ever used. Food is not that you expect. Rude staff. You can't take your hand luggage to board and have to check in your luggage, after that you have to spend time to receive it and hope that you receive it back. The worst experience that I ever had.",,Couple Leisure,Economy Class,Amsterdam to Warsaw,May 2023,2.0,1.0,1.0,1.0,1.0,1.0,1,no,True,Amsterdam,Warsaw,
279,S Harris,United States,2023-04-28,2,"I had a horrible experience flying KLM from Houston to Amsterdam and back again. When I arrived to the check in gate in Houston I was told that I had been downgraded from Premium Comfort to Economy because of a change in aircraft and that my baggage allowance had changed. I had packed my bags the night before and then woken up early to drive 3 hours to Houston to catch the flight. Needless to say, I wasn't willing to throw any of my luggage in the trash. I told them there wasn't any way that I would have had time to re-pack my bags (now noticing that I had received an email at 3 am notifying me of the downgrade.) After much discussion I was finally permitted to take all my luggage with me. The rudeness and lack of understanding at the counter was disgusting. On the plane the staff were perfectly friendly. However, somehow in the downgrade process my meal plan had been erased. I have a severe allergy but thankfully the attendant was very kind and helpful in finding me something I could eat. On the return flight I had the opposite problem - my meal plan had resurfaced but the food I'm allergic to was very present in the dish. I notified the staff that I had an allergy and was there anything else I could possibly eat? I'm not picky, I just don't particularly want to break out in hives. She very begrudgingly searched around until she found something but she wasn't happy, saying that I had requested a specific meal. I acknowledged her, and said yes I had, but the ingredients aren't listed when I select it and - I have an allergy. For the next meal she brought me the dish again, with the food I'm allergic to, and smiled when she handed it to me. Oh joy. The smile on her face made me stare at the food in disbelief in front of me. I accepted it and just didn't eat. How could she smile like that? I had submitted a request for the refund fare difference for the first flight and it was accepted but I was told that I needed to resubmit it again after all flights are finished. I guess because they can't keep track of it for a week? The service I received was atrocious. The red tape ridiculous. But they certainly know how to train their employees on board to be friendly, serving you your food allergy and all. I guess they do not know how to problem solve, think on their feet or be courteous. They are only paid to smile.",,Couple Leisure,Premium Economy,Houston to Amsterdam,April 2023,3.0,2.0,2.0,4.0,1.0,1.0,2,no,True,Houston,Amsterdam,
280,S Mayle,United States,2023-04-23,2,"The food in the SkyLounge at Schipol Airport was excellent. My wife was sick during the flight and the initial care was truly ugly. But, eventually, the purser came to my wife and offered genuine help, care and support. She was wonderful. I wish I knew her name because she was so special.  My traveling companion uses a wheelchair. KLM said they would assist us from the Lounge to the airplane and, when we arrived at IAD, from the airplane through customs to the baggage area. Sadly, the assistance did not come. I had to somehow make my way with carry-on luggage while pushing the wheelchair. I am over 80 years old and getting wheelchair assistance was exactly why we purchased business-class tickets. When we got to the gate at Schipol, the attendants did assist us getting onto the plane. On arrival at IAD, however, we - and the other wheelchair passengers, were told to wait in the aircraft until our wheelchairs came to the door of the plane. This took close to an hour! There were not enough assistants to push all the wheelchairs. So, we were all left sitting at the gate for the plane with the passengers who were getting ready to board the plane staring at us. Finally, as a group, we told the few attendants who were assigned to us that we should proceed.  We asked the assistants to help the weakest and those of us who were stronger, slowly proceeded to customs. When we got to customs, there was a separate line for wheelchairs. This line was shorter and moved more quickly than the line for able-bodied passengers. Unfortunately, our wheelchair assistants left us saying they had to go to assist other handicapped people. We all helped each other to the customs inspectors. I realize KLM is not responsible for the wheelchair assistance at IAD but they did leave us standing unattended having deposited us off the plane in plain view of the next group of passengers who were waiting to board the plane for the flight back to Amsterdam. The crew members said they were off to their hotel. The food was so disappointing. For the main meal (in business), we got stuffed shells as an appetizer. The main course selection that I made was braised beef. I was so turned off, I don't remember the dessert.",,Couple Leisure,Business Class,Amsterdam to Washington,April 2023,4.0,2.0,2.0,4.0,1.0,,2,no,True,Amsterdam,Washington,
281,N Hamzir,United States,2023-04-20,1,"Traveled to Dubai for our first anniversary and KLM lost our suitcases including mine and my wife's. 48 hours after arrival still nothing so I took a cab to the airport and got no response. Worse customer service from the KLM office in Dubai as well. KlM said we could buy essentials and send them the receipt with a claim and they will refund us. We received our luggage on the day we were leaving from Dubai, which was 4 days after. It's been almost a year and They still have not refunded anything then ignore emails and whats app messages. I will never take this airline again.",,Couple Leisure,Economy Class,Amsterdam to Dubai,January 2022,1.0,1.0,1.0,1.0,1.0,1.0,1,no,True,Amsterdam,Dubai,
282,E Russell,United States,2023-04-19,1,"I booked my wife's birthday trip well in advance. I transferred points so we could elevate our flying experience. We also booked her best friend with us separately. I booked all 3 in premium economy together from SFO to AMS. Upon check-in (24 hours prior), the system split all 3 of us up. I had to call customer service to fix the issue. However, they were unable to sit our friend with us. We were excited about our journey so decided to just go with it. On our return flight, we were yet again split up and also downgraded. I had to spend another 3 hours on the phone trying to find solutions. No customer service reps wanted to help. I had to find the solution myself and we were still unable to get our friend with us. I was told to do the reimbursement online for the downgrade. So I did and it was rejected. More phone calls to customer service. I asked for supervisors but was told the reps do not have supervisors. No managers to assist them. I was told it was rejected because I didn't submit proof. Is information not stored at KLM? I asked for the reps email so I can send proof. Apparently reps do not have company emails so I cant email the rep now. I submitted proof and was told I would get some points back. I was given 68k points for my troubles. 68k?! Can I even book a premium economy flight for 2 for that? During this process I have spent approximately 8 hours on the phone and been ""disconnected"" four times without a return call. It seems KLM just ignores the customer in hopes they go away. They put all the work on the customer rather than take charge. This has been the worst customer service I have ever seen. I hope KlM provides further training for their employees. ",,Couple Leisure,Economy Class,San Francisco to Amsterdam,March 2023,2.0,3.0,3.0,2.0,1.0,,1,no,False,San Francisco,Amsterdam,
283,Anders Pedersen,Rwanda,2023-04-19,6,"Flew KGL-AMS-CPH with KLM 16 April 2023 on A330-200 and B737 aircrafts. Economy Lite ticket was quite cheap, bought from an OTA and easily handled online on KLMs homepage. Perks as Flying Blue gold card holder was given throughout from priority, lounge, selecting preferred seat, etc. Check-in online did not work – wasted time on several attempts. However, the check-in KGL was quick and hassle-free. Got option to select a better seat as the flight was full; I chose an exit seat, 30B, which was a real winner and one of very few seats with gorgeous leg space. Such a seat costs 300 EUR if prebooked, but was offered to me during check-in free of charge, likely due to my gold card. This seat, given to me in the last moment, saved my trip as the original seating had changed; the flight had become completely full and I about to be given a seat in a very crowded section near toilets. Access to KLMs 3rd party Pearl lounge was granted due to my Flying Blue gold card. The lounge is well supplied, but of sparse offerings. Departure from Kigali became 4 hours delayed; however, all delays were properly informed on monitors, by email, and by SMS. That caused me missing my flight in Amsterdam, but I did not stress: just went to the KLM lounge and printed out the revised BPs for the last leg to CPH, which was scheduled ambiently. Enjoyed a solid, nice breakfast in the impressive KLM “52 Lounge” in non-Schengen sector. Passport control and security check took more than an hour; not acceptable. The serious delay, arose from a wheel puncture while the aircraft stopped over in Zanzibar. It was explained in detail by flight crew and from cockpit. A new flight crew had just boarded in Kigali; they were fresh, well groomed, and well rested. Service was fine, but food provided was very little, though included a small, hot airy pizza (no alternative). The wines offered were of RSA Cape origin: The red wine (Shiraz) was good, while the Chenin Blanc white wine was undrinkable. They were served in well labelled mini-bottles which are a nice touch. The cabin crew differed tremendously in attitude, ranging from the typical, surly, patronising classic Dutch crew, to more modern and empathic types. Initially, I was not recognised as status flyer, but later they found out and provided me a full amenity kit and a Dutch ceramic mini-house as souvenir. Disembarkation in Schiphol was tedious by using busses from a remote stand. Last flight to CPH was briefly on time, and service onboard was fine. Luggage handled correctly throughout and arrived in CPH timely, despite having been rebooked and re-labelled. The experience with KLM was good. The serious delay from Africa was well handled: professional and faultless. Will fly again.",A330-200 / Boeing 737-700,Business,Economy Class,Kigali to Copenhagen via Amsterdam,April 2023,4.0,4.0,2.0,4.0,4.0,,5,yes,True,Kigali,Copenhagen,Amsterdam
284,R Corline,Colombia,2023-04-14,4,"KLM has a 2x2x2 configuration in business class. This means you have to wake your neighbor up in order to use the bathroom. That doesn’t really work in business class. Moreover, the power outlets and the headphones ports are located behind your seat which makes it basically impossible to reach. As a matter of fact every time you move, your headphones are disconnected as they’re not really plugged in merely laying on a magnetic surface…. The planes are ancient and the experience is honestly very disappointing. Lots of screaming kids onboard. This didn’t feel like a business class flight at all.",Boeing 777-200,Business,Business Class,Bogota to Amsterdam=,April 2023,2.0,5.0,3.0,4.0,4.0,4.0,2,no,True,Bogota,Amsterdam=,
285,K Sinclair,Netherlands,2023-04-13,10,"My disabled daughter Kirsten travelled on KLM from Amsterdam to Brisbane via Singapore on 17 March (KL835) and returned on 10 April 2023 (KL836). I would just like to express my heartfelt thanks to all the wonderful KLM and Qantas ground crew and air crew who were absolutely amazing with her. They helped her constantly, from going through check-in, passport and luggage control, keeping an eye on her when she was waiting at the gates, taking photos with her on the plane and even helping her walk to the toilets on the plane. What an amazing group you all are! Not once did anything go wrong, for which I'm so very grateful. Thank you again, I really appreciate you all. ",Boeing 777-300ER,Solo Leisure,Economy Class,Singapore to Amsterdam,April 2023,3.0,5.0,4.0,3.0,5.0,1.0,3,yes,True,Singapore,Amsterdam,
286,C Maleski,Germany,2023-04-11,9,"A smooth and pleasant flight; on time, attentive and staff that send out lots of smiles. A decent sandwich and a drink. They could improve on leg space, though.",Boeing 737-700,Family Leisure,Economy Class,Amsterdam to Munich,April 2023,3.0,5.0,4.0,,4.0,,5,yes,True,Amsterdam,Munich,
287,Ebrahim Al-emad,United States,2023-04-11,1,"On Feb 17, 2022, I had purchased six flight tickets, one for my kids and me round trips from Detroit to Jeddah via Dubai and Amsterdam, and the second one for my soon-to-be- ex-wife one way from Dubai to Detroit via Amsterdam on May 19, 2022. The purpose of the trip to save our marriage. With no prior warning or email, I found out when I wanted to check online that KLM had divided into two groups; one leaving on May 20, 2022 and one on May 18th, 2022. The one leaving on May 18, 2022, had to wait in Amsterdam for two days. I contacted KLM office and they told me that they had canceled my flights and I had to rebook or refund. The rebooking options was supposed to be free if within 30 days plus compensation of 350 Euro per traveler. When my return date was set on June 6th, I contacted KLM customer service again but another rep answered my calls. He acknowledged that I had called and was promised a free rebooking since it was within the 30 days, but he stated that he could not find us seats and recommend to contact my travel agency where I purchased my tickets from. I contacted my travel agency and he told me the found six seats available and I had to booked them and paid now otherwise, the next available flights are a week or ten days away. I called KLM customer service again and told him about it and he suggested to pay and when I go back to the States, I can submit a request for refund and compensation. After I did so and traveled back to the States and immediately filed a claim, KLM refused to honor their promise and every time came up with different excuse like 1- we did not cancel or change your flight, you did- when I gave them proof they came up with 2- you did not pay us, you paid your travel agency, get your money from them, when I told them I had spoken with KLM customer service in Dubai and he promised me that, they came up with 3- give us an evidence that you called KLM and a recorder that he promised you and we will investigate? Can you believe that",,Family Leisure,Economy Class,Dubai to Detroit  via Amsterdam,June 2022,1.0,1.0,1.0,1.0,1.0,1.0,1,no,True,Dubai,Detroit ,Amsterdam
288,Maria Garcia,Ireland,2023-04-10,10,"I have flown with KLM on many occasions, and I have to say their service is one of the best on my experience. I used Air France on the first leg of my flight and the service was night and day. I have to also praise the air hostess in KLM, always happy and willing to help.",,Solo Leisure,Economy Class,Quito to Dublin via Amsterdam,April 2023,4.0,5.0,5.0,5.0,4.0,5.0,4,yes,False,Quito,Dublin,Amsterdam
289,Luke Durkin,United Kingdom,2023-04-09,1,"First and foremost, the fact that KLM kicked us off our flight last minute is completely unacceptable. This is a blatant disregard for their customers' time and travel plans, and it's frankly inexcusable. And to make matters worse, they put us on a connecting flight on my birthday, which only added insult to injury. It's obvious that they have no regard for our personal needs or preferences. The fact that KLM Airlines can't even provide basic reliability and customer service is truly disappointing. It's difficult to imagine a more frustrating and inconvenient situation than having our travel plans disrupted at the last minute, especially when it comes to something as important as a birthday celebration. In conclusion, I would strongly advise against using KLM Airlines for any future travel needs. Their inability to deliver even the most basic level of service is a clear indication of their disregard for their customers. If you value your time and sanity, I suggest you steer clear of this airline at all costs. The reason for their rescheduling was due to them overbooking the aircraft which caused us to get kicked off and put on another flight.",,Couple Leisure,Economy Class,Florence to Amsterdam,April 2023,1.0,1.0,1.0,1.0,1.0,1.0,1,no,True,Florence,Amsterdam,
290,Todd Hales,United States,2023-04-09,1,"My bag disappeared from their internal tracking system while under their control. It was found over a week later after I called about 20 times and still took multiple days to return to me. I had to buy several articles of clothing during this time. Every attempt I have made to receive compensation for this has been extremely inconvenient. First their website wouldn’t work for filling claims. Then I got hung up on twice trying to do it on the phone after having to go through a long phone tree and being transferred to an appropriate person. A couple times the phone tree got stuck in a loop where whatever I hit would be ignored and the menu would just repeat. Then after I filled a claim they canceled it because it had not been 21 days since my baggage was lost. This was not marked on their website. Then when I filed again they canceled that because I asked for compensation for damages goods in addition to purchases, saying they aren’t responsible for the damage because they weren’t the airline that they hired to send me my stuff after I changed locations. They never addressed the purchases I made while they still had my bag. Their system is unresponsive, and frustrating. It took weeks to get any reply.",,Business,Business Class,Amsterdam to Dusseldorf,February 2023,3.0,2.0,2.0,1.0,2.0,1.0,3,no,True,Amsterdam,Dusseldorf,
291,Aarjun Malhotra,United States,2023-04-08,7,"Very helpful airline, not delayed at all. Cabin crew was nice but not talkative. Food and beverages was great. WIFI was poor. Seats clean, comfortable bathroom clean. Flight entertainment was good as well. Ground service was awesome. Definitely recommend this airline!",,Family Leisure,Business Class,Los Angeles to Delhi via Amsterdam,October 2022,5.0,4.0,5.0,5.0,5.0,3.0,5,yes,False,Los Angeles,Delhi,Amsterdam
292,Anthony Smith,United Kingdom,2023-04-08,8,"Having experienced the complete sham that Jetstar is, KLM was a welcome and pleasant reminder of what flying should be. Had minor issues with ticketing that were sorted out at the airport in BKK and then the flight was a totally different experience from the Jetstar flight 3 days earlier. Aircrew were simply superb. Attentive, caring and genuinely friendly. Food onboard was fine. Seating was quite comfortable. ",Boeing 777-200,Couple Leisure,Economy Class,Bangkok to Amsterdam,April 2023,4.0,5.0,3.0,4.0,4.0,,4,yes,True,Bangkok,Amsterdam,
293,Shishir Venkatesh,Australia,2023-04-04,1,"KLM had promised to issue me with a flight credit for the price of my ticket for cancelled flight. After countless hours and back and forth, in the end I was given a flight credit in time. What I was given was not useable by me and efforts to request monetary benefit was not given. Extremely frustrating and won’t fly with them again after being a loyal customer for a decade. Goodbye to KLM",,Solo Leisure,Economy Class,Johannesburg to Toronto via Amsterdam,May 2022,2.0,2.0,3.0,3.0,1.0,3.0,1,no,False,Johannesburg,Toronto,Amsterdam
294,Robert Schoonbeek,Netherlands,2023-04-01,1,"Direct flight was cancelled within 24 hours before departure. Alternative flight via Frankfurt was offered but almost 3 hours earlier than original and had to be at airport at 5 am. After complaining return flight was also cancelled. I do not know why. Got a refund that I did not ask for. Chat with KLM to reset return flight was refused. Had to book my own return tickets with extra costs. Pure misery, spend many hours due to faults of KLM. No contact possible.",A300,Family Leisure,Economy Class,Amsterdam to Miami,March 2023,1.0,1.0,1.0,1.0,1.0,,1,no,False,Amsterdam,Miami,
295,Navneet Arora,India,2023-04-01,2,"My flight was delayed and I waited at the airport for 6 hours and paid 200$ for a taxi and 200$ for food. All things went in vain. Moreover, I booked the flight with 1 stop at Amsterdam but Then it was changed to 2 stops adding Dubai as another stop. I booked my taxi in India and already paid him. But then I have to cancel it and book a new one. I want compensation for the same. My wife and I faced so many issues during the journey as it started on a bad note.  I never expected such poor service from KLM. When I travelled from India it was like this only. This is the second time with KLM and I am facing the same issue. I must say pathetic service by KLM.",,Family Leisure,Economy Class,Calgary to Delhi via Amsterdam,March 2023,5.0,4.0,1.0,4.0,1.0,,1,no,True,Calgary,Delhi,Amsterdam
296,Jeanette Hutchinson,United Kingdom,2023-03-28,10,My friend and I flew out from Manchester on Saturday 25th March to Amsterdam with connecting flight to Copenhagen. We couldn't fault anything. Clean and tidy airplane. Polite and friendly staff. Excellent flight there and back. I've flown with KLM a few times and believe there the best. Thank you,,Couple Leisure,Economy Class,Manchester to Copenhagen via Amsterdam,March 2023,5.0,5.0,5.0,,5.0,5.0,5,yes,False,Manchester,Copenhagen,Amsterdam
297,T Oronsaye,United States,2023-03-21,1,"The economy seats are extremely close together & the Wi-Fi did not work. My connecting flight was also cancelled without reasoning. I flew 8hrs from Chicago to Amsterdam to have my connecting flight cancelled an hour after arriving. My 7hr layover was supposed to be used for business, however, it turned into a panic experience trying to find an alternate route to my destination (Lagos, Nigeria). After going through two flight options with customer service, my 6hr connect turned into another 13hrs of flying from Amsterdam to Qatar to Lagos. Because I was in another country I wasn't to able to contact KLM via telephone, so all forms of communication had to be done via email (which was also bad due to the lack of internet connection). I ended up paying my phone carrier to make the calls to KLM. After 3 phone calls (calls kept getting disconnected), I still was not able to be compensated/accommodated for the cancelation, the missed business meeting (due to being stuck at the Amsterdam airport sorting things out), or the stress it caused. This was my first time ever flying KLM, and I promise not to ever fly with them again. I would not recommend this airline to anyone for any reason.",,Business,Economy Class,Chicago to Lagos via Amsterdam,March 2023,1.0,3.0,2.0,1.0,1.0,1.0,1,no,False,Chicago,Lagos,Amsterdam
298,A Bardel,Germany,2023-03-20,9,"Two very short hops connecting in Amsterdam. Travelling today with KLM was a breeze. Check In done through the highly efficient App. Uneventful first part from Düsseldorf to Amsterdam and a wonderful flight from AMS to CDG. On a merely 45 mins fully booked flight we got a drink (choose from tea/coffee, water, white/red wine or a chilled beer) and a pack of crisps was handed out. Lovely crews on both flights, clearly enjoying their job. ",E190 / Boeing737,Business,Economy Class,Düsseldorf to Paris CDG via Amsterdam,March 2023,5.0,5.0,4.0,,4.0,,5,yes,True,Düsseldorf,Paris CDG,Amsterdam
299,Ma Dalten,United Kingdom,2023-03-17,1,"We booked the new Premium Comfort Class tickets for our flight at the time of booking. However before the flight we were told that this was no longer available and we would be seated in economy. We were not even offered extra leg room or premium economy seats but put back to basic economy. I was advised that we should claim compensation for the difference in price after the journey, which I did so. KLM have since refused our claim on the basis that we used the economy seats. What else were we meant to do as we needed to fly. I just want the difference between what we paid for Premium Comfort and what we should have paid for economy back? Customer service has been zero help in resolving this, and At one point and agent tried to claim that Premium Comfort and economy are the same class! I am now having to waste more time taking this to the ADR to try and get the money I'm owed. Absolutely terrible customer service. They knew before we flew that they would not be able to offer us premium class so the refund of the difference in cost between tickets should have been ready to go for when we got back. It has put me off ever using this airline again as they seem to think they can charge what they like and not offer what you pay for. Horrendous experience.",,Couple Leisure,Economy Class,Manchester to Bogota via Amsterdam,March 2023,1.0,3.0,1.0,3.0,1.0,1.0,1,no,True,Manchester,Bogota,Amsterdam
300,Andreas Oismaa,Netherlands,2023-03-15,1,"There is one thing I don't understand about KLM: how can you loose a Business Class luggage on a direct flight? Did it fall out of the plane? Did it get sent to Mars with Elon Musk's rocket? Since I was travelling again (this time, not KLM), I took the time to walk over the Baggage Desk at Arrivals in Schiphol. What I learned is that not only did they never actually check whether it's still at the departure place, or at a stop-over place, no, they suggested I start calling airports in Zanzibar and Dar (where we landed on the way, but I did not have to leave the plane....unlike my luggage, probably)! Once again: a Business Class passenger, member of both private and corporate loyalty programs, gets their luggage lost by KLM and is advised to go look for it themselves. Fly KLM again? I don't think so. BTW, there were queues at that Lost Luggage desk, so... if you care for your property, see if there's another airline that can take you - and your luggage - to your destination. In the meantime, value for money is not even 1: it's negative. As to the rest. The first ever business class flight where I had to ask for a glass of water - twice! And I had to pay for Wifi. In business class.",,Business,Business Class,Amsterdam to Zanzibar,February 2023,4.0,4.0,3.0,,2.0,1.0,1,no,True,Amsterdam,Zanzibar,
301,K Paynal,Australia,2023-03-14,1,"Whenever I have made the disastrous misjudgement of choosing to fly KLM I have regretted my very existence. First time I flew KLM, my flight was delayed by 2 hrs. Got to my destination at 11 pm. Didn't think it could get worse. Oh how wrong I was. Next time I flew KLM, my flight was delayed by 3.5 hrs. Literally was on the airport at 5 pm and got home at midnight. I could have walked from Prague and gotten to Amsterdam earlier.",,Solo Leisure,Economy Class,Amsterdam to Prague,March 2023,1.0,1.0,,,1.0,,1,no,True,Amsterdam,Prague,
302,E Carini,Canada,2023-03-13,1,"We were booked for our return flight on February 14, 2023 from Amsterdam to Toronto and purchased Premium Economy seats. We received an email saying the aircraft had changed and the premium economy seats were not available and we were being downgraded to regular economy and we could get reimbursement for the difference. My husband’s seat was reallocated but not mine and I had to pay Euro 28.50 in order to sit beside him. After several phone calls, emails and reimbursement requests online all they refunded was Euro 28.50 for my standard seat. I’m now receiving emails saying the refund was processed and in my account. So they are refusing to reimburse me the difference between premium economy and regular economy. The return tickets cost over CAD 3,000. In addition the meal served on the plane was inedible. We will not use this airline again.",,Couple Leisure,Premium Economy,Amsterdam to Toronto,February 2023,1.0,3.0,1.0,4.0,3.0,1.0,1,no,True,Amsterdam,Toronto,
303,Kathryn Laughery,Uganda,2023-03-11,4,"I was traveling to Orlando from Uganda to fulfil my duties as my sister's Maid of Honor. All items for wedding I was responsible for, as well as my day-to-day items, were in my bag. I asked the check in attendant if my bag will make it to Orlando, as I had a few stops (Amsterdam, Manchester) she said absolutely. The flight attendants for KLM were not friendly. I felt uncomfortable to ask for anything such as an extra pillow/blanket for such a long flight. I finally reached Orlando, and my heart sank when my bag did not come out. Completely frustrated, took me over an hour to find out there is no KLM or Virgin Atlantic Offices at Orlando.  I finally just saw virgin Atlantic flight rushing to their flight and they literally screamed ""follow us!"" and led me to the check-in who then got me to a rep to make a claim, but over an hour looking for it, and no bag, I wasn't happy at all.  Never want to experience that again. Got my bag a week later. Not ideal for someone traveling from a far. Sending in the receipts to be reimburse was not user friendly, either. Still waiting.",,Solo Leisure,Economy Class,Entebbe to Orlando,February 2023,3.0,2.0,,4.0,2.0,,3,yes,True,Entebbe,Orlando,
304,Pat A Reilly,United States,2023-03-11,1,"On Nov. 11, 2022, a friend and I were booked to travel between Amsterdam and Cape Town, an 11-hour flight. As we are both women in our mid-70s, we decided to break budget and reserve business class. We did this well in advance through the Wtravel Group in Cape Town. The night before our departure, we received notice from KLM that we would not have business seats because of a change in aircraft. We went to the airport hours early to rectify this. As far as we could find out, we were the only two people on the flight who could not be accommodated in business class. Two 75-year olds! No amount of interceding could change this. They put us in Economy and offered a voucher for half the additional cost we had paid for business class, as though we would ever use this airline again. Four months later, hours and hours on KLM ""customer service,"" many emails to the WTravel Group and we have yet to get any money back. KLM, on its website, says that a ""downgrade"" will be compensated, according to the miles flown, by up to 2/3 the cost of the flight. One customer service agent even suggested that since we took the flight, we weren't owed anything because it was non-refundable.",,Business,Economy Class,Amsterdam to Cape Town,November 2022,1.0,1.0,,,1.0,,1,no,True,Amsterdam,Cape Town,
305,Jacques Coetzer,Canada,2023-03-10,5,"My last flight from Toronto to Johannesburg was an utter disappointment. Although boarding and seating ran relatively smooth, the service on board definitely was not up to standard. The food during our flight from Toronto to Amsterdam basically inedible, the only food that I could muster was the dessert. Drinks have been reduced to only being served either wine or beer or soft drinks during our meal and during the flight. Any other requests for drinks met with a very disappointing and uncourteous flight attendant. I have never been so disappointed in flying with KLM as with this experience. I really think KLM should rethink the menus and what they offer to the passengers on an international flight in the way of beverages offered",,Solo Leisure,Economy Class,Toronto to Johannesburg via Amsterdam,February 2023,1.0,1.0,1.0,2.0,5.0,1.0,2,no,True,Toronto,Johannesburg,Amsterdam
306,T Coelho,Germany,2023-03-09,1,Worst experience ever. Stay away from this company. I flew 4 times with them. As long you do not need their customer service you might be fine. In 3 flights I needed to change a seat/reschedule a flight (they just canceled) and getting a simple information from their customer service was impossible. Thy need a complete change on their customer service policy.,,Business,Economy Class,Amsterdam to Quito,May 2022,1.0,1.0,1.0,1.0,1.0,1.0,1,no,False,Amsterdam,Quito,
307,Rob Lao,United Kingdom,2023-03-05,9,"Morning flight from Amsterdam to Manchester, flight was slightly delayed, staff were attentive and smiling. We were just about to land into Manchester, stewardess came to my row and asked whose birthday it was, I kept quiet as I didn’t want to make a fuss, she asked again and passengers nearby were looking over. I told the stewardess, it was my birthday, she wished me happy birthday and asked if I wanted some champagne. I couldn’t refuse, and she came back with a mini bottle, 2 glasses and packet snack, it made my day.",Boeing 737-800,Solo Leisure,Economy Class,Amsterdam to Manchester,March 2023,3.0,5.0,3.0,,3.0,,3,yes,True,Amsterdam,Manchester,
308,Michele Dunne,Canada,2023-03-04,1,"Paid to book my seat. They won't let me & no one can tell me why, all I get from their CS is 'I don't know' Others are booking seats. Have spoken with no less than 10 people & they say no one can open the seat map, yet they booked my daughter and I'm linked to her ticket as her companion, but they won't book mine. I have lost out on the seat beside her because someone is booking seats, just not for me. Poorest customer service I have ever experienced.",,Family Leisure,Economy Class,Vancouver to Amsterdam,March 2023,,,,,,,1,no,False,Vancouver,Amsterdam,
309,Aarjun Malhotra,United States,2023-02-25,9,"Very nice airline, seats were clean, comfortable ground service went well. Cabin crew was very nice. Flight on time. Amsterdam Airport was good. Food in flight was good. WiFi was ok.",,Business,Business Class,Los Angeles to Delhi via Amsterdam,October 2022,5.0,5.0,5.0,2.0,5.0,2.0,5,yes,False,Los Angeles,Delhi,Amsterdam
310,M Kaffero,Belgium,2023-02-25,1,"I was booked with KLM for a quick work trip from Brussels to Accra and return, with no airline choice. Pre- flight / online experience and check in: positive that you can now get your boarding pass via WhatsApp, but that come with tons of advertisements of KLM paid services, similar to those of the low costs - surprising the meals for special needs/ tastes are not free: that should have been a big alarm bell: if you want to have edible food, you have to pay extra. I selected one of the few free, the vegetarian Asian, hoping the word 'asian' may guarantee some taste. I was wrong in that too. Boarding in Brussels and Amsterdam: great possibility to go through the automatic electronic passport control, which avoid long lines. KLM seats in economy class are small, making long haul flights a nightmare, airplane was shabby.  I asked for a vegetarian Asian meal : got a liquid tasteless mashed potatoes with  lentils, also tasteless. In the flight from Accra, they did not bother to bring a special meal, got the vegetarian, rice with bean salad.  Staff maintains basic courtesy but they disappear asap and never passed to offer drinks not in a 6 hour flight. No pillow, and earplugs are distributed only after one hour or longer that flight took off, when they are distributing food. You get your personal screen but video choice is limited to flight tracking, music and about 30 movies. Amsterdam in the non EU Arrivals zone there was just one toilet far away from the long lines for security. No available automatic passport control for EU people.",,Solo Leisure,Economy Class,Accra to Amsterdam,February 2023,1.0,2.0,1.0,3.0,1.0,,1,no,True,Accra,Amsterdam,
311,Janki Patel,United States,2023-02-24,1,"KLM collaborates with indigo for domestic transport in India. IndiGo airlines forced me to check in the cabin bag and  did not attach bag tag. The flight was delayed and baggage came 40 minutes late. I called indigo for 8 days straight and in the last they said KLM should be responsible. So, I went to KLM and they said indigo should be helping you with the claim. If you are not going to take responsibility for who you partner with then it is lack of customer service. Also, the Asian vegetarian meal did not have salt. ",,Solo Leisure,Economy Class,Mumbai to Ahmedabad,January 2023,3.0,2.0,2.0,,1.0,,1,no,True,Mumbai,Ahmedabad,
312,Abdul Hirani,Canada,2023-02-24,3,"I tried to get Accessible Assistance for the flight and approached KLM, and sent them an email to request a front row seat but this has been denied as these seats are at additional charge. Total disaster of an airline and would never travel with this shoddy airline that does not answer their phones or there are limited access to people that can assist in case of need. This is the last time I will ever fly KLM.",,Couple Leisure,Economy Class,Calgary to Amsterdam,February 2023,2.0,5.0,5.0,5.0,2.0,5.0,3,no,True,Calgary,Amsterdam,
313,Sylvia Bertelsmann,Germany,2023-02-17,1,The airline is not reliable. They cancelled our flights and offered a flight one day later with arrival time late afternoon. We had to be in Edinburgh at lunch time and therefore had to book a flight one day earlier. We had to stay one more night and they were not willing to pay for the extra hotel costs (Motel One which is not an expensive hotel at all). Whenever I can fly another airline I will avoid KLM!,,Couple Leisure,Economy Class,Bremen to Edinburgh via Amsterdam,June 2022,1.0,1.0,,,1.0,,1,no,True,Bremen,Edinburgh,Amsterdam
